TimeOccurred,AreaID,AreaName,ReportingDistrict,CrimeCode,CrimeCodeDescription,VictimAge,VictimSex,VictimDescent,PremiseCode,PremiseDescription,WeaponUsedCode,WeaponDescription,StatusCode,StatusDescription,Address,CrossStreet,Location
1830,14,Pacific,1413,210,ROBBERY,28,F,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,1200    ABBOT KINNEY                 BL,,"33.9915,-118.4691"
1200,14,Pacific,1488,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,18,M,O,108,PARKING LOT,,,IC,Invest Cont,8600    BELLANCA                     AV,,"33.9599,-118.3805"
2130,15,N Hollywood,1538,121,"RAPE, FORCIBLE",50,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,11300    MARTHA                       ST,,"34.1731,-118.3768"
1000,15,N Hollywood,1549,354,THEFT OF IDENTITY,70,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,5500    BONNER                       AV,,"34.17,-118.3741"
2220,15,N Hollywood,1501,330,BURGLARY FROM VEHICLE,26,F,O,101,STREET,,,IC,Invest Cont,13000    RATNER                       ST,,"34.2169,-118.4164"
2100,15,N Hollywood,1538,330,BURGLARY FROM VEHICLE,64,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,5700    FAIR                         AV,,"34.174,-118.3746"
2100,15,N Hollywood,1596,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,44,M,O,101,STREET,,,IC,Invest Cont,3100    DONA SARITA                  PL,,"34.1285,-118.3782"
1035,15,N Hollywood,1585,310,BURGLARY,39,F,W,403,DRUG STORE,,,IC,Invest Cont,11300    VENTURA                      BL,,"34.1406,-118.376"
2300,15,N Hollywood,1531,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,34,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,12700    CUMPSTON                     ST,,"34.1696,-118.4094"
1600,15,N Hollywood,1595,330,BURGLARY FROM VEHICLE,56,M,B,101,STREET,,,IC,Invest Cont,11900    LAURELWOOD                   DR,,"34.1418,-118.3914"
935,15,N Hollywood,1595,330,BURGLARY FROM VEHICLE,59,M,W,108,PARKING LOT,,,IC,Invest Cont,11900    VENTURA                      BL,,"34.1427,-118.3908"
1730,15,N Hollywood,1547,946,OTHER MISCELLANEOUS CRIME,35,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,11500    CUMPSTON                     ST,,"34.1697,-118.3822"
1900,15,N Hollywood,1555,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,19,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,11000    HESBY                        ST,,"34.1621,-118.3706"
2100,15,N Hollywood,1581,946,OTHER MISCELLANEOUS CRIME,49,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,12900    BLOOMFIELD                   ST,,"34.1493,-118.4138"
1345,15,N Hollywood,1517,310,BURGLARY,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,6700    KLUMP                        AV,,"34.1922,-118.3757"
1315,15,N Hollywood,1523,440,THEFT PLAIN - PETTY ($950 & UNDER,28,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,12500    VICTORY                      BL,,"34.1867,-118.4052"
1300,15,N Hollywood,1585,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",23,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,4100    TUJUNGA                      AV,,"34.1427,-118.379"
1800,15,N Hollywood,1505,354,THEFT OF IDENTITY,40,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,7300    IRVINE                       AV,,"34.2035,-118.3856"
1250,15,N Hollywood,1586,354,THEFT OF IDENTITY,69,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,4000    LANKERSHIM                   BL,,"34.1416,-118.361"
1900,15,N Hollywood,1549,440,THEFT PLAIN - PETTY ($950 & UNDER,33,M,W,121,YARD (RESIDENTIAL/BUSINESS,,,AO,Adult Other,5200    AUCKLAND                     AV,,"34.1649,-118.3604"
1240,15,N Hollywood,1569,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,33,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,10400    WOODBRIDGE                   ST,,"34.1486,-118.3571"
1200,15,N Hollywood,1581,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER",43,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,4100    BELLINGHAM                   AV,,"34.1449,-118.3987"
1640,15,N Hollywood,1538,626,INTIMATE PARTNER - SIMPLE ASSAULT,32,F,W,501,SINGLE FAMILY DWELLING,301,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,11300    EMELITA                      ST,,"34.1767,-118.3768"
1100,15,N Hollywood,1539,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,22,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",511,VERBAL THREAT,AA,Adult Arrest,5600    DENNY                        AV,,"34.1722,-118.3648"
2230,15,N Hollywood,1513,761,BRANDISH WEAPON,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",101,REVOLVER,IC,Invest Cont,6600    WHITSETT                     AV,,"34.1903,-118.4052"
2103,15,N Hollywood,1527,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,47,F,H,121,YARD (RESIDENTIAL/BUSINESS,,,IC,Invest Cont,11300    BESSEMER                     ST,,"34.1804,-118.3768"
1800,15,N Hollywood,1563,624,BATTERY - SIMPLE ASSAULT,61,M,W,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,4300    TUJUNGA                      AV,,"34.1478,-118.379"
1905,15,N Hollywood,1522,624,BATTERY - SIMPLE ASSAULT,15,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,13100    VANOWEN                      ST,,"34.194,-118.4181"
1740,15,N Hollywood,1591,626,INTIMATE PARTNER - SIMPLE ASSAULT,15,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,4000    AVENIDA DEL SOL,,"34.1359,-118.4118"
2100,15,N Hollywood,1539,330,BURGLARY FROM VEHICLE,24,F,H,101,STREET,,,IC,Invest Cont,5600    CRANER                       AV,,"34.1722,-118.3691"
1855,15,N Hollywood,1544,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,41,F,H,108,PARKING LOT,,,AA,Adult Arrest,12100    HUSTON                       ST,,"34.1594,-118.3965"
1000,15,N Hollywood,1515,946,OTHER MISCELLANEOUS CRIME,33,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,11800    KITTRIDGE                    ST,,"34.1903,-118.39"
1218,15,N Hollywood,1553,330,BURGLARY FROM VEHICLE,11,M,W,101,STREET,,,IC,Invest Cont,11800    RIVERSIDE                    DR,,"34.1577,-118.39"
600,15,N Hollywood,1545,354,THEFT OF IDENTITY,30,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,5100    LAUREL CANYON                BL,,"34.1631,-118.3965"
1730,16,Foothill,1638,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,10500    REDMONT                      AV,,"34.2596,-118.2923"
225,16,Foothill,1693,330,BURGLARY FROM VEHICLE,25,M,W,101,STREET,,,IC,Invest Cont,7900    WHITSETT                     AV,,"34.214,-118.4053"
2200,16,Foothill,1612,330,BURGLARY FROM VEHICLE,39,M,H,101,STREET,,,IC,Invest Cont,LOUVRE,NORRIS                       AV,"34.2741,-118.4201"
1,16,Foothill,1681,354,THEFT OF IDENTITY,50,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,12400    ROSCOE                       BL,,"34.2217,-118.4031"
2015,16,Foothill,1653,901,VIOLATION OF RESTRAINING ORDER,23,F,H,726,POLICE FACILITY,,,IC,Invest Cont,12700    OSBORNE                      ST,,"34.2542,-118.4095"
1325,16,Foothill,1657,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,50,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,7300    VALMONT                      ST,,"34.2523,-118.291"
1300,16,Foothill,1654,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,12300    OSBORNE                      PL,,"34.2602,-118.4013"
1520,16,Foothill,1654,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",511,VERBAL THREAT,IC,Invest Cont,12300    OSBORNE                      PL,,"34.2602,-118.4013"
1200,16,Foothill,1623,354,THEFT OF IDENTITY,62,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,13000    CARL                         ST,,"34.2688,-118.4158"
1100,16,Foothill,1681,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,ROSCOE,WHITSETT,"34.2217,-118.4053"
1900,16,Foothill,1698,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,41,F,O,104,DRIVEWAY,,,IC,Invest Cont,7800    SANCOLA                      AV,,"34.2124,-118.3542"
1115,16,Foothill,1675,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,52,M,W,108,PARKING LOT,,,IC,Invest Cont,9000    GLENOAKS                     BL,,"34.2326,-118.3692"
1300,16,Foothill,1693,626,INTIMATE PARTNER - SIMPLE ASSAULT,30,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,7700    LAUREL CANYON                BL,,"34.2103,-118.3965"
2030,17,Devonshire,1757,624,BATTERY - SIMPLE ASSAULT,18,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,16600    DEVONSHIRE                   ST,,"34.2575,-118.4936"
1603,17,Devonshire,1737,210,ROBBERY,64,M,W,108,PARKING LOT,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,RUFFNER,SAN FERNANDO,"34.2703,-118.4959"
15,17,Devonshire,1743,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,H,101,STREET,307,VEHICLE,IC,Invest Cont,RESEDA                       BL,DEVONSHIRE,"34.2573,-118.5361"
1300,17,Devonshire,1752,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,28,F,W,104,DRIVEWAY,,,IC,Invest Cont,10200    OKLAHOMA                     AV,,"34.2554,-118.5864"
1150,17,Devonshire,1701,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,11,,,108,PARKING LOT,,,IC,Invest Cont,19800    RINALDI                      ST,,"34.2751,-118.5652"
1830,17,Devonshire,1716,330,BURGLARY FROM VEHICLE,52,F,W,101,STREET,,,IC,Invest Cont,17000    SIGNATURE                    DR,,"34.2893,-118.5029"
2130,17,Devonshire,1772,330,BURGLARY FROM VEHICLE,69,M,A,104,DRIVEWAY,,,IC,Invest Cont,19800    SUPERIOR                     ST,,"34.2461,-118.5656"
2130,17,Devonshire,1791,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,46,M,W,108,PARKING LOT,,,IC,Invest Cont,8600    DE SOTO                      AV,,"34.227,-118.5885"
900,17,Devonshire,1705,440,THEFT PLAIN - PETTY ($950 & UNDER,79,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,13300    MISSION TIERRA,,"34.3121,-118.503"
1600,17,Devonshire,1764,440,THEFT PLAIN - PETTY ($950 & UNDER,50,F,W,405,CLOTHING STORE,,,IC,Invest Cont,9300    TAMPA                        AV,,"34.2564,-118.5536"
1200,17,Devonshire,1723,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,MASON,DEVONSHIRE,"34.2573,-118.5798"
1200,17,Devonshire,1757,330,BURGLARY FROM VEHICLE,30,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,16600    DEVONSHIRE                   ST,,"34.2575,-118.4936"
1240,17,Devonshire,1781,510,VEHICLE - STOLEN,11,,,108,PARKING LOT,,,IC,Invest Cont,20900    NORDHOFF                     ST,,"34.2355,-118.5885"
130,17,Devonshire,1745,330,BURGLARY FROM VEHICLE,29,M,H,101,STREET,,,IC,Invest Cont,17400    MINNEHAHA                    ST,,"34.2603,-118.5142"
1700,17,Devonshire,1756,330,BURGLARY FROM VEHICLE,20,M,H,101,STREET,,,IC,Invest Cont,10000    ZELZAH                       AV,,"34.2522,-118.5234"
945,17,Devonshire,1757,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,11,F,X,403,DRUG STORE,,,IC,Invest Cont,10200    BALBOA                       BL,,"34.2557,-118.5023"
2200,17,Devonshire,1764,330,BURGLARY FROM VEHICLE,55,M,W,104,DRIVEWAY,,,IC,Invest Cont,19400    MERRIDY                      ST,,"34.252,-118.5551"
2045,17,Devonshire,1793,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",30,M,B,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,8400    TAMPA                        AV,,"34.2228,-118.5536"
800,17,Devonshire,1714,354,THEFT OF IDENTITY,74,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,12000    DARBY                        AV,,"34.2904,-118.5404"
800,17,Devonshire,1727,354,THEFT OF IDENTITY,62,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,10700    WYSTONE                      AV,,"34.2652,-118.5473"
1000,17,Devonshire,1788,900,VIOLATION OF COURT ORDER,49,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,17600    PARTHENIA                    ST,,"34.2286,-118.5179"
1700,17,Devonshire,1796,624,BATTERY - SIMPLE ASSAULT,24,F,H,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,8700    BALBOA                       BL,,"34.2285,-118.5026"
230,17,Devonshire,1749,330,BURGLARY FROM VEHICLE,49,M,H,101,STREET,,,IC,Invest Cont,10300    GLORIA                       AV,,"34.2583,-118.4794"
1540,17,Devonshire,1793,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",31,F,W,108,PARKING LOT,,,IC,Invest Cont,19000    BRYANT                       ST,,"34.2272,-118.5471"
400,17,Devonshire,1715,310,BURGLARY,69,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,17800    RINALDI                      ST,,"34.2794,-118.521"
1500,17,Devonshire,1721,310,BURGLARY,11,F,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,11100    ETON                         AV,,"34.2722,-118.5946"
1930,17,Devonshire,1793,888,TRESPASSING,11,M,X,103,ALLEY,,,IC,Invest Cont,19200    PARTHENIA                    ST,,"34.2283,-118.5514"
1920,17,Devonshire,1737,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,16900    SAN FERNANDO MISSION         BL,,"34.272,-118.4994"
2335,17,Devonshire,1722,626,INTIMATE PARTNER - SIMPLE ASSAULT,43,F,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,10400    CANOGA                       AV,,"34.259,-118.5973"
800,17,Devonshire,1781,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,43,F,H,101,STREET,,,IC,Invest Cont,20900    PARTHENIA                    ST,,"34.2282,-118.5885"
1100,17,Devonshire,1781,310,BURGLARY,35,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,20500    GRESHAM                      ST,,"34.2306,-118.5801"
1245,17,Devonshire,1752,624,BATTERY - SIMPLE ASSAULT,36,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",JO,Juv Other,10200    DE SOTO                      AV,,"34.2554,-118.5885"
1210,18,Southeast,1822,626,INTIMATE PARTNER - SIMPLE ASSAULT,21,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,10200 S  BROADWAY,,"33.9438,-118.2781"
745,18,Southeast,1837,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,B,102,SIDEWALK,207,OTHER KNIFE,AA,Adult Arrest,IMPERIAL                     HY,COMPTON                      AV,"33.9295,-118.2462"
1615,18,Southeast,1827,310,BURGLARY,39,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,9600    GRAPE                        ST,,"33.9494,-118.2363"
1500,18,Southeast,1841,946,OTHER MISCELLANEOUS CRIME,47,F,B,102,SIDEWALK,,,AA,Adult Arrest,VERMONT                      AV,104TH                        ST,"33.9423,-118.2916"
1115,18,Southeast,1827,624,BATTERY - SIMPLE ASSAULT,42,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,9200    BEACH                        ST,,"33.9533,-118.2419"
715,18,Southeast,1801,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,55,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",207,OTHER KNIFE,AA,Adult Arrest,500 W  93RD                         ST,,"33.9519,-118.2827"
700,18,Southeast,1801,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,F,O,101,STREET,511,VERBAL THREAT,IC,Invest Cont,500 W  93RD                         ST,,"33.9519,-118.2827"
645,18,Southeast,1823,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,53,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,AO,Adult Other,200 E  93RD                         ST,,"33.952,-118.2717"
1255,18,Southeast,1821,624,BATTERY - SIMPLE ASSAULT,31,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,COLDEN                       AV,VERMONT                      AV,"33.9491,-118.2916"
1215,18,Southeast,1842,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",24,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,300 W  108TH                        ST,,"33.9383,-118.2784"
1600,18,Southeast,1821,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,97TH                         ST,MAIN                         ST,"33.9483,-118.2739"
1950,18,Southeast,1824,626,INTIMATE PARTNER - SIMPLE ASSAULT,46,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,9600    CLOVIS                       AV,,"33.9493,-118.2564"
320,18,Southeast,1838,310,BURGLARY,39,M,O,402,MARKET,,,IC,Invest Cont,1900 E  103RD                        ST,,"33.9431,-118.2391"
1730,18,Southeast,1822,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",53,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,200 W  99TH                         ST,,"33.9465,-118.276"
2100,18,Southeast,1837,310,BURGLARY,37,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1700 E  113TH                        ST,,"33.9321,-118.2434"
1530,18,Southeast,1891,624,BATTERY - SIMPLE ASSAULT,56,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,700 W  168TH                        ST,,"33.8793,-118.2869"
820,18,Southeast,1826,624,BATTERY - SIMPLE ASSAULT,38,M,B,402,MARKET,512,MACE/PEPPER SPRAY,IC,Invest Cont,1600 E  103RD                        ST,,"33.9433,-118.2462"
1030,18,Southeast,1839,320,"BURGLARY, ATTEMPTED",50,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,10800    WEIGAND                      AV,,"33.937,-118.2302"
1200,18,Southeast,1827,649,DOCUMENT FORGERY / STOLEN FELONY,43,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,10000    ANZAC                        AV,,"33.9457,-118.2379"
1,18,Southeast,1824,354,THEFT OF IDENTITY,39,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,600 E  94TH                         ST,,"33.9511,-118.2651"
915,18,Southeast,1821,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,800 W  COLDEN                       AV,,"33.9492,-118.2893"
1925,18,Southeast,1846,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,23,F,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AA,Adult Arrest,1400 E  111TH                        PL,,"33.9336,-118.2498"
2130,18,Southeast,1861,330,BURGLARY FROM VEHICLE,47,M,B,101,STREET,,,IC,Invest Cont,500 W  118TH                        ST,,"33.9262,-118.2826"
1130,18,Southeast,1849,310,BURGLARY,29,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,2100 E  111TH                        ST,,"33.9343,-118.2349"
440,19,Mission,1962,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,M,W,101,STREET,302,BLUNT INSTRUMENT,IC,Invest Cont,9500    SALOMA                       AV,,"34.2436,-118.4576"
430,19,Mission,1962,440,THEFT PLAIN - PETTY ($950 & UNDER,42,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,9500    SALOMA                       AV,,"34.2436,-118.4576"
500,19,Mission,1994,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,11,,,101,STREET,,,IC,Invest Cont,BLYTHE,WILLIS,"34.2152,-118.4553"
1618,19,Mission,1916,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,14100    BEAVER                       ST,,"34.3013,-118.4406"
2245,19,Mission,1921,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,15500    LUCKY                        PL,,"34.3066,-118.4712"
2200,19,Mission,1906,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,13300    RAVEN                        ST,,"34.3214,-118.4227"
1230,19,Mission,1916,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,DRONFIELD,ASTORIA,"34.3102,-118.4403"
1800,19,Mission,1913,901,VIOLATION OF RESTRAINING ORDER,30,F,H,104,DRIVEWAY,,,IC,Invest Cont,14700    REX                          ST,,"34.3083,-118.4538"
2020,19,Mission,1987,626,INTIMATE PARTNER - SIMPLE ASSAULT,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,8400    VENTURA CANYON               AV,,"34.2232,-118.4294"
625,19,Mission,1975,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,44,M,W,104,DRIVEWAY,,,IC,Invest Cont,9000    SYLMAR                       AV,,"34.2332,-118.4459"
330,19,Mission,1977,210,ROBBERY,78,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,8900    VARNA                        AV,,"34.2316,-118.4289"
1200,19,Mission,1906,820,ORAL COPULATION,13,F,W,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",JO,Juv Other,13500    ELDRIDGE                     AV,,"34.3185,-118.4253"
1200,19,Mission,1906,820,ORAL COPULATION,14,M,W,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",JO,Juv Other,13500    ELDRIDGE                     AV,,"34.3185,-118.4253"
1730,19,Mission,1925,310,BURGLARY,43,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,12600    NORRIS                       AV,,"34.2994,-118.4487"
30,19,Mission,1984,210,ROBBERY,30,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",304,CLUB/BAT,IC,Invest Cont,8600    WILLIS                       AV,,"34.2265,-118.4553"
1100,19,Mission,1983,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,68,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,8300    SEPULVEDA                    BL,,"34.2214,-118.4677"
1700,19,Mission,1969,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",48,M,O,401,MINI-MART,,,IC,Invest Cont,13400    OSBORNE                      ST,,"34.2428,-118.4252"
1230,19,Mission,1966,210,ROBBERY,46,F,H,128,BUS STOP OR LAYOVER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,9100    VAN NUYS                     BL,,"34.2354,-118.4502"
1500,19,Mission,1985,310,BURGLARY,73,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,8800    CEDROS                       AV,,"34.23,-118.4536"
1800,19,Mission,1935,510,VEHICLE - STOLEN,11,,,108,PARKING LOT,,,IC,Invest Cont,15200    SAN FERNANDO MISSION         BL,,"34.2727,-118.4628"
1700,19,Mission,1982,510,VEHICLE - STOLEN,11,,,108,PARKING LOT,,,IC,Invest Cont,15100    PARTHENIA                    ST,,"34.2283,-118.4611"
1,19,Mission,1964,810,"SEX, UNLAWFUL",15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,14600    PLUMMER                      ST,,"34.2427,-118.4502"
